target,target_label_plain,mof_id,filename,consensus_score,y_true_median,y_pred_median,split_lower_median,split_upper_median,true_percentile,pred_percentile,n_models,n_seeds,n_splits,n_budgets,trusted_support,y_pred_max,split_lower_max,interval_width_median,target_lower_bound_percentile_median,target_pred_percentile_median,target_interval_width_percentile_small_median,n_support_rows,n_feature_sets,Density,Di,Df,Dif,consensus_pass,consensus_score_percentile_within_target
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8-irmof20_A-PEDOT_A_No13,DB1-Zn2O8-irmof20_A-PEDOT_A_No13.cif,40.592083333333335,6.001453876495361,2.22677,2.0715334,2.3820064,0.9999820794953586,0.9965377585032794,4,4,5,3,11,4.434634,4.2677107,0.3338469999999995,0.7151666666666666,0.6319,0.85695,11,1,0.689319,9.56278,9.22951,9.56278,True,0.9990607923497268
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Cu2O8-AZO_A-irmof6_A_No332,DB1-Cu2O8-AZO_A-irmof6_A_No332.cif,40.526833333333336,0.4719069898128509,2.097793020206315,1.903908628294448,2.2916773621181825,0.9336332031109996,0.9959392136482563,4,5,4,4,20,4.304047,4.127614,0.394657515414059,0.6011166666666667,0.5412166666666667,0.6354666666666666,20,2,0.661211,9.23093,7.80015,9.19097,True,0.9989754098360656
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Cu2O8N2-AZO_A-DPAC_A_No712,DB1-Cu2O8N2-AZO_A-DPAC_A_No712.cif,40.17594999999999,0.684194028377533,2.0502294224984943,1.889271239001304,2.2111876059956845,0.9615139242321064,0.9956739901795635,4,4,5,4,15,5.062975,4.858311,0.3819663,0.5931,0.5037,0.6737500000000001,15,1,0.379182,14.10454,13.00479,14.10454,True,0.9988900273224044
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8-AZO_A-irmof20_A_No355,DB1-Zn2O8-AZO_A-irmof20_A_No355.cif,40.11855833333334,1.6429669857025146,2.169770103502778,1.966023129565439,2.373517077440117,0.9925128131608186,0.9963012078420128,4,4,5,3,12,4.2860365,4.1096034,0.3550129000000002,0.6442166666666667,0.5925,0.779825,12,1,0.555205,10.87828,9.68858,10.87475,True,0.9988046448087432
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB12-BAWRUO_clean,DB12-BAWRUO_clean.cif,40.02312499999999,2.4561591148376465,2.3307829551137185,2.0078368371809456,2.653729073046492,0.997358517615856,0.9968854162933228,5,3,4,4,8,2.9813795,2.7717795,0.5453917302680636,0.6721833333333334,0.6937666666666666,0.258125,8,2,2.71918,7.29901,5.68671,7.29887,True,0.998719262295082
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8-AZO_A-irmof20_A_No360,DB1-Zn2O8-AZO_A-irmof20_A_No360.cif,39.98883333333333,1.1207749843597412,2.1337632966041564,1.945968244556337,2.3215583486519757,0.9834772947206193,0.9961291709974552,4,4,5,3,12,4.4357276,4.268804,0.3507405999999999,0.6322,0.5657000000000001,0.7998333333333333,12,1,0.559993,10.87828,9.68858,10.87475,True,0.9986338797814208
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB12-DANVAQ_clean,DB12-DANVAQ_clean.cif,39.67768333333333,3.520585060119629,2.062005332347536,1.8750170109629472,2.254467216594752,0.9991864090892799,0.995731335794416,4,4,4,5,22,3.3136184,3.0799274,0.4353458442360161,0.582075,0.5160833333333333,0.4889166666666666,22,2,1.5186,5.88569,2.76547,5.88569,True,0.9985484972677596
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8-mof177-TDPAT_No449,DB1-Zn2O8-mof177-TDPAT_No449.cif,39.59684166666666,1.1016290187835691,2.586434839814538,2.340413161712438,2.832456467916637,0.9829468477832336,0.9977456005161105,4,3,4,3,16,5.070653,4.865989,0.4081243642310631,0.8019499999999999,0.7942,0.5928416666666667,16,1,0.271958,25.36291,11.25253,25.34183,True,0.9984631147540984
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Uio66Zr-irmof8_A_No20,DB1-Uio66Zr-irmof8_A_No20.cif,39.55683333333334,0.6710109710693359,2.4768986346123483,2.1728530572246543,2.6969219343257667,0.9602594889072076,0.9974409519372065,4,4,3,6,22,4.267235570907593,4.020886627733708,0.4495868368970819,0.7591,0.7646,0.4548333333333333,22,2,1.40625,8.68561,2.05539,8.68561,True,0.9983777322404372
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Cu2O8-irmof10_A-irmof7_A_No465,DB1-Cu2O8-irmof10_A-irmof7_A_No465.cif,39.43813333333333,3.0252010822296143,2.019345249596092,1.8537399308539289,2.184950568338255,0.998627289344468,0.9955306261424322,4,4,5,3,13,5.0253167,4.820653,0.3714749445884067,0.565,0.4816,0.7049333333333334,13,1,0.644419,12.65284,11.66523,12.65284,True,0.998292349726776
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Zn2O8-AZO_A-DPAC_A_No1172,DB1-Zn2O8-AZO_A-DPAC_A_No1172.cif,39.43214999999999,4.207069873809815,2.031732304499713,1.855096,2.194255418871438,0.9995985806960324,0.9955628830507867,4,5,4,4,17,4.4023647,4.199806,0.3819663,0.5662333333333334,0.4892666666666667,0.6737500000000001,17,2,0.441348,15.63539,14.15967,15.63148,True,0.9982069672131147
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Cu2O8-BTC_A-DPAC_A_No29,DB1-Cu2O8-BTC_A-DPAC_A_No29.cif,39.41733333333333,0.9349439740180968,2.2011678415201343,1.945360581749376,2.438462930287856,0.9769757356367156,0.9964230672735744,4,4,4,4,18,5.087458,4.8827944,0.3877838829587429,0.6303666666666666,0.6114166666666667,0.6515666666666666,18,1,0.57579,10.60669,7.26602,10.60669,True,0.9981215846994536
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB1-Cu2O8-irmof10_A-irmof6_A_No323,DB1-Cu2O8-irmof10_A-irmof6_A_No323.cif,39.395025,3.536639928817749,2.1104104399875503,1.941232712569482,2.270969599358632,0.9992079136948496,0.9960037274649655,4,4,5,3,10,2.9245110092684627,2.759696513675153,0.3515047722942034,0.6264166666666666,0.5483166666666667,0.7870583333333334,10,2,0.578418,12.65281,11.66524,12.65281,True,0.9980362021857924
CO2_0p015bar_298K_mmolg,CO2 0.015 bar,DB12-CEGFAW_clean,DB12-CEGFAW_clean.cif,39.34563333333333,0.0803209990262985,2.007222494472403,1.8156817122176951,2.183823286018823,0.43986953872621054,0.9954481918210817,5,4,3,5,14,3.9348042,3.541706,0.3709098707437513,0.52405,0.4709833333333333,0.7112666666666667,14,2,1.84478,4.76954,3.53933,4.76954,True,0.9979508196721312
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-irmof7_A_No473,DB1-Zn2O8-AZO_A-irmof7_A_No473.cif,48.80771666666667,5.584889888763428,5.130725,4.0779796,5.959651,0.9964517400810007,0.9942260134045374,5,4,6,3,19,6.687584,5.7614594,1.786967401505461,0.7571,0.7103,0.5803166666666666,19,1,0.900395,9.16105,7.74066,9.16105,True,1.0
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8N2-DPAC_A-irmof14_A_No558,DB1-Cu2O8N2-DPAC_A-irmof14_A_No558.cif,48.64873333333333,4.999475955963135,5.683664033830166,4.347326230704784,6.599075364798307,0.9934805204114547,0.9968459911831117,5,5,5,3,19,8.4572735,7.6582365,1.7072228922331545,0.8149333333333333,0.8376333333333333,0.704,19,1,0.407051,15.88962,13.85427,15.88962,True,0.9999198846338728
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8-AZO_A-DPAC_A_No898,DB1-Cu2O8-AZO_A-DPAC_A_No898.cif,47.94095,2.8405520915985107,5.557216655284166,4.5180216,6.408453066498041,0.9260241568402566,0.9963478011540805,5,4,5,3,19,7.5588284,6.6284647,1.7124620006084434,0.8582,0.8147666666666666,0.6958166666666667,19,1,0.502851,13.11117,12.42338,13.11117,True,0.9998397692677456
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-irmof6_A_No350,DB1-Zn2O8-AZO_A-irmof6_A_No350.cif,46.752316666666665,5.312166213989258,5.010159039997393,3.810584888287245,6.266759849250317,0.9952976595820938,0.9935486183290921,5,4,6,4,15,7.222410111606121,6.322939566195011,1.7833390835523604,0.63425,0.6724,0.5835166666666667,15,1,0.611304,9.39824,8.00109,9.31557,True,0.9997596539016184
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-irmof7_A_No480,DB1-Zn2O8-AZO_A-irmof7_A_No480.cif,46.3269,7.044043064117432,5.69207571926647,3.9909181386257337,6.585043295031268,0.9990717178595749,0.9968603275868249,5,5,4,4,21,8.105294499158859,7.081484,1.815831464588332,0.7294333333333334,0.8386333333333333,0.5641666666666667,21,2,0.645706,9.16105,7.74066,9.09587,True,0.9996795385354912
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8-AZO_A-BDC_A_No481,DB1-Cu2O8-AZO_A-BDC_A_No481.cif,46.31490833333333,3.654571056365967,5.775297741285467,4.330015528522683,6.624109056769537,0.9661481667323751,0.9971363033583026,4,5,6,4,18,7.029658,6.09754,1.7769230017660491,0.8126,0.8521666666666667,0.609775,18,1,0.724214,9.14234,7.69669,9.10025,True,0.999599423169364
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8-AZO_A-BDC_A_No490,DB1-Cu2O8-AZO_A-BDC_A_No490.cif,46.06321666666666,3.407615900039673,5.5647492,4.351481458246708,6.465249320839042,0.9561951184545356,0.9963693057596502,4,5,6,4,17,7.299586,6.314071,1.7380145389437676,0.8163,0.8167333333333333,0.64935,17,1,0.60749,9.14234,7.69669,9.14157,True,0.9995193078032366
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8N2-irmof6_A-irmof8_A_No193,DB1-Cu2O8N2-irmof6_A-irmof8_A_No193.cif,45.79886666666667,7.166750907897949,5.424007609375218,4.404845873680473,6.280373785555355,0.9991899931902082,0.9958030178129816,5,4,5,3,12,7.569055,6.3764315,1.801399433046896,0.8307833333333333,0.7900833333333332,0.5724333333333333,12,2,0.998453,7.72589,6.96325,7.64327,True,0.9994391924371094
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8N2-irmof14_A-TED_A_No12,DB1-Cu2O8N2-irmof14_A-TED_A_No12.cif,45.56375,2.688826084136963,4.925892708544788,4.010762837075504,5.867628296181349,0.9153757929823304,0.9928712232536469,5,4,5,3,15,7.498036021173,6.095340094864368,1.7380145389437676,0.7368,0.635,0.64935,15,1,0.686018,9.28171,7.74696,9.12814,True,0.9993590770709824
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-BDC_A_No463,DB1-Zn2O8-AZO_A-BDC_A_No463.cif,45.48899166666666,8.860673904418945,4.818374893736747,3.8268925029050473,5.679706525292824,0.9997634493387334,0.9918354180853732,5,5,5,3,14,7.087755481362343,6.241347,1.7190432461165774,0.6427666666666667,0.5822833333333333,0.6822916666666667,14,1,0.568203,9.98553,7.89741,9.98075,True,0.999278961704855
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-irmof6_A_No355,DB1-Zn2O8-AZO_A-irmof6_A_No355.cif,45.48265,6.155784130096436,5.093811906512897,3.867771582130888,6.053192616055064,0.9980538331959428,0.993978710440486,5,4,5,2,16,8.071905225455762,5.9761558,1.7190431961165773,0.6749583333333333,0.6993499999999999,0.6842833333333334,16,2,0.624246,9.39824,8.00109,9.31557,True,0.9991988463387278
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB0-m3_o49_o156_f0_fsc.sym.8,DB0-m3_o49_o156_f0_fsc.sym.8.cif,44.99743333333333,5.1972479820251465,4.590818833915459,3.630209745559725,5.495996875180698,0.994677610121501,0.9889573850399628,5,5,4,3,27,5.4698505,4.4083557,1.7497857897799194,0.4705,0.4231333333333333,0.6371666666666667,27,2,1.08826,5.35683,4.82614,5.32482,True,0.9991187309726004
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-BDC_A_No440,DB1-Zn2O8-AZO_A-BDC_A_No440.cif,44.97363333333333,6.198762893676758,4.898119669182983,3.909524010900952,6.088521814291701,0.9981183470126519,0.9926059997849539,5,5,4,4,18,7.3561435,6.370629,1.734438969471884,0.6971416666666667,0.619525,0.65745,18,1,0.617186,9.30573,7.89741,9.19934,True,0.9990386156064732
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8-ADC_A-DPAC_A_No441,DB1-Cu2O8-ADC_A-DPAC_A_No441.cif,44.664725,6.044976234436035,5.7739068009075165,4.924691614687443,6.6322408565144535,0.9978495394430307,0.997129135156446,5,4,4,1,12,8.201624,7.402587,1.675405604670968,0.90105,0.85025,0.755825,12,1,0.422459,14.76717,13.76472,14.75998,True,0.998958500240346
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8N2-DPAC_A-irmof6_A_No498,DB1-Cu2O8N2-DPAC_A-irmof6_A_No498.cif,44.259208333333326,4.504695892333984,6.209555729977846,4.516321161347389,7.788963376730877,0.9877316225224902,0.998132683416365,5,4,4,4,12,9.25827,7.7073507,1.864576375697266,0.8581833333333333,0.9131666666666668,0.5674083333333333,12,1,0.450532,15.88978,13.85417,15.88978,True,0.9988783848742188
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8-AZO_A-irmof6_A_No332,DB1-Cu2O8-AZO_A-irmof6_A_No332.cif,43.83628333333334,3.604995012283325,5.886485582351685,4.146281431244005,6.784670277684927,0.9642844342496685,0.9974552883409197,4,4,5,3,21,7.0327773,6.0856876,1.7387367565631866,0.7735,0.8776,0.6430833333333333,21,2,0.661211,9.23093,7.80015,9.19097,True,0.9987982695080916
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-irmof20_A_No355,DB1-Zn2O8-AZO_A-irmof20_A_No355.cif,43.781108333333336,4.797438144683838,5.050264298984432,3.9982046847170354,6.191066229878322,0.9916239561306046,0.9937600802838608,4,4,5,4,24,8.081405,7.151041,1.78102598232641,0.7279333333333333,0.6837333333333333,0.590175,24,1,0.555205,10.87828,9.68858,10.87475,True,0.9987181541419644
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8-AZO_A-irmof6_A_No353,DB1-Cu2O8-AZO_A-irmof6_A_No353.cif,43.711625,3.0081899166107178,5.440821559883542,4.112258633734703,6.6384532216408685,0.9362818536970001,0.9958567793269059,5,4,4,2,14,7.871476,6.3205566,1.807386277705276,0.76265,0.7706333333333333,0.5691583333333333,14,1,0.626586,9.23093,7.80015,9.19097,True,0.9986380387758372
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-irmof7_A_No529,DB1-Zn2O8-AZO_A-irmof7_A_No529.cif,43.5961,7.54583215713501,5.692324466532945,4.38407972919941,6.585292042297742,0.99941579154869,0.9968603275868249,4,4,5,4,19,8.002562,7.072198,1.815831464588332,0.8255666666666667,0.8387,0.5641666666666667,19,1,0.700571,9.16105,7.74066,9.12477,True,0.99855792340971
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB0-m3_o147_o13_f0_fsc.sym.19,DB0-m3_o147_o13_f0_fsc.sym.19.cif,43.58963333333333,4.719604015350342,4.451532827432542,3.537709784453102,5.2766297860411004,0.9907494355041038,0.9868355972904197,5,4,5,3,21,4.764255150171522,3.910643704054944,1.629728134870529,0.3617,0.3040666666666666,0.8379,21,2,1.15449,5.55867,5.24532,5.5473,True,0.9984778080435828
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8-AZO_A-irmof6_A_No337,DB1-Cu2O8-AZO_A-irmof6_A_No337.cif,43.45738333333334,4.800118923187256,5.291033075413942,4.27696574171958,6.342817234783652,0.9916526289380309,0.9951578796458909,4,5,5,4,16,8.499933755815029,6.043998,1.8296842443031145,0.7988333333333333,0.7572166666666666,0.5522833333333333,16,2,0.639041,9.23093,7.80015,9.23039,True,0.9983976926774556
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8-ADC_A-irmof7_A_No751,DB1-Cu2O8-ADC_A-irmof7_A_No751.cif,43.43945,4.656613826751709,4.60769689050324,3.7102421674542834,5.435416382830358,0.9899035876850292,0.9892476972151536,5,5,4,3,18,7.09718,6.1116652,1.717972734868526,0.5467500000000001,0.4359,0.6936500000000001,18,1,0.728328,9.86507,7.27086,9.86052,True,0.9983175773113284
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Zn2O8-AZO_A-BDC_A_No480,DB1-Zn2O8-AZO_A-BDC_A_No480.cif,43.35348333333334,5.908549785614014,5.4366245,4.309441,6.515666369742349,0.9975413067631984,0.995846027024121,4,4,5,4,19,7.2781377,6.292623,1.79894109082222,0.8057333333333333,0.7917333333333333,0.5741499999999999,19,1,0.607486,9.30573,7.89741,9.19934,True,0.9982374619452012
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB1-Cu2O8N2-AZO_A-DPAC_A_No712,DB1-Cu2O8N2-AZO_A-DPAC_A_No712.cif,42.99401666666667,3.623188972473145,5.307208,4.1155324,6.3955785818398,0.9649439088204724,0.9952546503709544,4,3,6,4,15,7.160521,6.324379,1.7859351515295945,0.7659666666666667,0.7671333333333333,0.5820166666666666,15,1,0.379182,14.10454,13.00479,14.10454,True,0.9981573465790738
CO2_0p150bar_298K_mmolg,CO2 0.150 bar,DB0-m3_o500_o13_f0_fsc.sym.27,DB0-m3_o500_o13_f0_fsc.sym.27.cif,42.84908333333333,4.367127895355225,4.424983491952577,3.480792686773765,5.342293297318585,0.9854628866348877,0.9864019210780975,5,3,5,3,25,5.00127619679446,4.117118445731499,1.6559611671935677,0.2819333333333333,0.2849333333333333,0.7737499999999999,25,2,1.12165,5.4706,3.82808,5.46349,True,0.9980772312129468
